"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-","H/AB","R","HR","RBI","SO","SB","OBP","TB","GP"
"*04awg*","Julio Rodriguez","(N/A)","C","8259","FA","28","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*062hl*","Justin Rodriguez","(N/A)","3B","8261","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04mlm*","Keyber Rodriguez","TEX","3B","8262","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05wdm*","Lizandro Rodriguez","(N/A)","2B","8264","FA","23","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*051wt*","Luis Rodriguez","(N/A)","CF","8267","FA","23","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*05yih*","Luis Rodriguez","STL","C","8268","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066na*","Luis Rodriguez","LAA","SS","8270","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rvx*","Maikol Rodriguez","SEA","RF","8273","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ftw*","Miguel Rodriguez","BAL","C","8279","FA","20","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06giz*","Miguel Rodriguez","PIT","LF,CF","8280","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0423k*","Nathanael Rodriguez","(N/A)","3B","8281","FA","30","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04azf*","Nerio Rodriguez","(N/A)","C","8282","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yy1*","Nick Rodriguez","LAA","2B","8283","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066oq*","Orangel Rodriguez","(N/A)","1B","8284","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mnp*","Rainiel Rodriguez","STL","C","8288","FA","19","","0","0","-","61%","+1%","0","0","0","0","0","0","0","0","0"
"*048ye*","Ramon Rodriguez","MIL","C","8289","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hoc*","Raudi Rodriguez","LAA","CF,RF","8291","FA","22","","0","0","-","8%","0%","0","0","0","0","0","0","0","0","0"
"*05xzt*","Samuel Rodriguez","(N/A)","SS","8293","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mpz*","Tyler Rodriguez","MIL","LF","8294","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hon*","Wilson Rodriguez","NYY","LF,RF","8297","FA","21","@SF Wed 8:05PM","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066mq*","Yophery Rodriguez","BOS","LF,RF","8303","FA","20","","0","0","-","19%","0%","0","0","0","0","0","0","0","0","0"
"*0408e*","Yorman Rodriguez","(N/A)","1B","8305","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hio*","Yovanny Rodriguez","NYM","C","8306","FA","19","","0","0","-","8%","0%","0","0","0","0","0","0","0","0","0"
"*04pn0*","Cole Roederer","(N/A)","LF,CF,RF","8308","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06zai*","Zach Rogacki","COL","C,RF","8309","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ali*","Anderson Rogers","BAL","SS","8310","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ybf*","Jack Rogers","WSH","RF","8313","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06f13*","Si-Hwan Roh","(N/A)","3B","8316","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*062l3*","Anderdson Rojas","ARI","3B","8317","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06tac*","Carlos Rojas","(N/A)","C","8318","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ums*","Daniel Rojas","STL","LF,RF","8320","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qzs*","Eduardo Rojas","LAD","C","8321","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06dq4*","Eyeksson Rojas","WSH","2B","8322","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ic0*","Franklin Rojas","TOR","C","8323","FA","18","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06rhq*","Freider Rojas","MIL","C","8324","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06c2y*","Gilberto Rojas","(N/A)","C","8325","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*061wh*","Jefferson Rojas","CHC","2B,SS","8327","FA","20","","0","0","-","40%","0%","0","0","0","0","0","0","0","0","0"
"*04lo8*","Jose Rojas","NYM","LF","8328","FA","32","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06s3s*","Juan Rojas","HOU","3B","8330","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04l96*","Ronny Rojas","(N/A)","SS","8331","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rkj*","Samuel Rojas","(N/A)","C","8332","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06k83*","Sebastian Rojas","ATH","RF","8334","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05yin*","Yendry Rojas","(N/A)","SS","8337","FA","21","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06fww*","Chris Roller","(N/A)","CF,RF","8340","FA","29","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rgm*","Javier Roman","(N/A)","1B","8343","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051el*","Nate Rombach","WSH","C","8347","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*064o2*","Maxwell Romero Jr.","WSH","C","8349","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066pp*","Anger Romero","(N/A)","C","8350","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r4g*","David Romero","(N/A)","2B","8354","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ds9*","Kiko Romero","(N/A)","1B","8359","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ibl*","Leandro Romero","SEA","SS","8360","FA","19","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*05y7y*","Mikey Romero","BOS","2B,3B,SS","8363","FA","22","","0","0","-","21%","0%","0","0","0","0","0","0","0","0","0"
"*0614a*","Noelberth Romero","BAL","LF","8364","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066px*","Omar Romero","TOR","SS","8365","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06y89*","Ricardo Romero","CLE","2B","8366","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06bn1*","Yael Romero","CIN","1B","8370","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mi3*","Carlos Rondon","NYY","C","8372","FA","20","@SF Wed 8:05PM","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rh4*","Joswuill Rondon","(N/A)","LF","8373","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xzq*","Leonardo Rondon","(N/A)","2B,3B","8374","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rk7*","Newremberg Rondon","DET","1B","8376","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072pb*","Ariel Roque","BAL","CF","8379","FA","17","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06c7o*","Fernando Roquez","(N/A)","LF","8381","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072eg*","Diego Rosa","ATH","C","8383","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*067zp*","Jeffry Rosa","(N/A)","LF","8384","FA","21","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*04cts*","Joseph Rosa","(N/A)","2B","8385","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ld*","Jamaliel Rosado Jr.","ATH","SS","8387","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qpk*","Gabriel Rosado","DET","C","8388","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06f1h*","Alfonsin Rosario","CLE","CF,RF","8391","FA","21","","0","0","-","15%","0%","0","0","0","0","0","0","0","0","0"
"*062zc*","Carlos Rosario","(N/A)","LF","8392","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051kx*","Dalvy Rosario","(N/A)","LF","8393","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0514y*","Dilan Rosario","(N/A)","SS","8394","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*025f7*","Eddie Rosario","(N/A)","RF","8395","FA","34","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*045on*","Eguy Rosario","(N/A)","SS","8396","FA","26","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*07247*","Elian Rosario","TEX","3B","8397","FA","17","","0","0","-","14%","0%","0","0","0","0","0","0","0","0","0"
"*06o06*","Enyel Rosario","(N/A)","3B","8398","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072hi*","Gabriel Rosario","(N/A)","1B,LF,CF,RF","8399","FA","17","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06ilt*","Guillermo Rosario","PHI","1B","8400","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06suo*","Helder Rosario","(N/A)","C","8401","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*045oe*","Jeisson Rosario","NYY","CF","8402","FA","26","@SF Wed 8:05PM","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05js9*","Kalai Rosario","MIN","RF","8406","FA","23","","0","0","-","9%","0%","0","0","0","0","0","0","0","0","0"
"*064rp*","Neify Rosario","PHI","LF","8409","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070ev*","Rodny Rosario","CLE","3B","8411","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06c6s*","Ronald Rosario","BOS","C","8412","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04n1s*","Stanley Rosario","NYY","LF","8413","FA","25","@SF Wed 8:05PM","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sur*","Juan Rosas","TOR","C","8414","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06fqu*","Caden Rose","BOS","LF,RF","8416","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06suc*","Nathan Rose","(N/A)","3B","8417","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mpx*","Zion Rose","(N/A)","CF","8418","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qoa*","Nick Roselli","NYM","2B,LF","8419","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05uwz*","Corey Rosier","BOS","LF,RF","8421","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06ria*","Emdys Rosillo","CIN","1B","8422","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06658*","Ben Ross","MIN","3B,SS,CF","8423","FA","24","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06qu1*","Jackson Ross","WSH","1B,3B","8424","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*068xz*","Shawn Ross","PIT","C","8426","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ff*","Chris Rotondo","(N/A)","RF","8430","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*063uz*","Alonzo Rubalcaba","(N/A)","C","8436","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06sar*","Kadil Rubio","TB","RF","8438","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ew0*","Carson Rucker","DET","3B","8439","FA","21","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*05tca*","Jake Rucker","MIN","2B","8440","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05y3c*","Jaden Rudd","(N/A)","LF","8442","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05yhf*","Matt Rudick","NYM","UT","8443","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04c0v*","Agustin Ruiz","(N/A)","CF","8450","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072ik*","Aiden Ruiz","(N/A)","SS","8451","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ydv*","Jorge Ruiz","LAA","LF,CF,RF","8454","FA","21","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06hgv*","Poncho Ruiz","MIN","C","8457","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066mi*","Tony Ruiz","KC","1B","8458","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06idu*","Yirber Ruiz","BAL","RF","8462","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06if7*","Yoiber Ruiz","BOS","C","8463","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rug*","Juan Rujano","STL","UT","8464","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066et*","Milo Rushford","KC","RF","8469","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hor*","Stone Russell","KC","1B,3B","8473","FA","21","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06tlt*","Sam Ruta","KC","1B,3B","8477","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06o0f*","Eddie Rynders","PIT","3B","8481","FA","20","","0","0","-","6%","0%","0","0","0","0","0","0","0","0","0"
"*072h2*","Carsten Sabathia","(N/A)","1B","8484","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05ge2*","Aaron Sabato","MIN","1B","8486","FA","26","","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*05158*","Blake Sabol","TB","C","8487","FA","28","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*066l7*","Tommy Sacco Jr.","HOU","2B,SS,LF","8488","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05t5i*","Lexer Saduy","(N/A)","CF","8489","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0731d*","Sebastian Saenz","PHI","C","8492","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06kuj*","Christian Saez","STL","1B","8493","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r38*","Jhoanjel Saez","(N/A)","2B","8494","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yy3*","Nolan Sailors","KC","CF","8496","FA","22","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06psm*","Andrew Salas","MIA","CF","8499","FA","17","","0","0","-","30%","-1%","0","0","0","0","0","0","0","0","0"
"*06ava*","Anibal Salas","DET","CF","8500","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05ybr*","Ethan Salas","SD","C","8501","FA","19","","0","1","462.3","61%","0%","0","0","0","0","0","0","0","0","0"
"*06r46*","Hector Salas","HOU","2B,3B","8503","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*056j0*","Jose Salas","MIN","1B,2B","8504","FA","22","","0","0","-","7%","0%","0","0","0","0","0","0","0","0","0"
"*05unx*","Johnfrank Salazar","STL","1B","8508","FA","22","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06jbk*","Kleyver Salazar","BOS","C","8509","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0737u*","Moises Salazar","MIL","C","8510","FA","16","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05w8m*","Andruw Salcedo","(N/A)","C,1B","8511","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072yj*","Connor Salerno","(N/A)","1B,LF,CF,RF","8513","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06zh4*","AJ Salgado","NYM","1B","8515","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066s8*","Roque Salinas","(N/A)","RF","8519","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rrv*","Angel Salio","CIN","3B","8522","FA","18","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06rwb*","Carlos Salmeron","ATH","RF","8523","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rjy*","Dionmy Salon","(N/A)","C","8526","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ekm*","Devin Saltiban","PHI","2B,CF","8527","FA","21","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*03qvk*","Mike Salvatore","(N/A)","SS,SP,RP","8529","FA","29","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*060x4*","Jose Sanabria","(N/A)","3B,SS","8535","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0663v*","Jose Sanabria","TB","CF","8536","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ez*","Romeo Sanabria","SD","1B","8537","FA","23","","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*05yiz*","Adan Sanchez","(N/A)","C","8540","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hyt*","Adolfo Sanchez","CIN","CF,RF","8541","FA","19","","0","0","-","14%","0%","0","0","0","0","0","0","0","0","0"
"*033lr*","Ali Sanchez","NYY","C","8542","FA","29","@SF Wed 8:05PM","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05jx9*","Axel Sanchez","SEA","SS","8544","FA","23","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06iad*","Brian Sanchez","PIT","CF","8546","FA","21","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*062ys*","Carlos Sanchez","CIN","3B,SS","8548","FA","21","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06rha*","Carlos Sanchez","MIA","C","8549","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06p5x*","Edwin Sanchez","HOU","1B,RF","8553","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ic3*","Emilio Sanchez","BAL","SS","8554","FA","18","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06sbo*","Eybert Sanchez","ARI","SS","8557","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*062zg*","Heison Sanchez","(N/A)","2B","8561","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05t7t*","Hugo Sanchez","(N/A)","SS","8562","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0519a*","Jadiel Sanchez","(N/A)","RF","8564","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ph4*","Javier Sanchez","TEX","1B","8566","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06ie9*","Jordan Sanchez","BAL","RF","8567","FA","20","","0","0","-","7%","0%","0","0","0","0","0","0","0","0","0"
"*04aw7*","Jose Sanchez","(N/A)","3B","8568","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rgw*","Juan Sanchez","TOR","3B,SS","8572","FA","18","","0","0","-","40%","+1%","0","0","0","0","0","0","0","0","0"
"*05294*","Junior Sanchez","(N/A)","3B","8574","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rrn*","Lisandro Sanchez","BAL","CF","8577","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04073*","Lolo Sanchez","(N/A)","CF","9220","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*066ny*","Luis Sanchez","ATL","2B,3B","8578","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06v32*","Samuell Sanchez","DET","LF","8582","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ic9*","Yohendry Sanchez","SF","C","8589","FA","19","NYY Wed 8:05PM","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*04yrn*","Yolbert Sanchez","(N/A)","2B,3B","8590","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*02i35*","Yolmer Sanchez","LAA","2B,SS","8591","FA","33","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xue*","Michael Sandle","(N/A)","LF","8597","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*064n1*","Eliam Sandoval","(N/A)","LF","8600","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r29*","Joshuan Sandoval","(N/A)","1B","8601","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03qnj*","Donny Sands","(N/A)","C","8602","FA","29","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mnl*","Wyatt Sanford","PIT","2B,SS","8604","FA","20","","0","0","-","18%","0%","0","0","0","0","0","0","0","0","0"
