Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Rece Hinds","CIN",3,14,13,3,2,1,0,1,2,2,1,0,5,0,0,0,,0,0,0.232591,0.0588458,0.333987,0.176192,0.283453,0.428198,0.30525,0.711651,0.195607,5.75067,0.311453,0.00160941,0.00665066,1.56549,-0.0887213,89.8109,0.00826006,-0.0798099,-0.1608064854517579,-0.2298099249601364,0.00769052,737.8499755859375,,,,,,,19.1,6.366666666,19.1,6.366666666,,,,,,,,,,,,,,,,,,,"Rece Hinds","27493",677956
"Matt Mervis","WSN",8,35,32,7,4,1,0,1,4,4,3,0,10,0,0,0,,0,0,0.215639,0.0755004,0.298669,0.252789,0.283141,0.39574,0.29453,0.678881,0.180101,3.67678,0.271691,-0.0234385,-0.0302356,3.60911,-0.526411,87.368,-0.0536741,0.109497,-0.5776778571307659,-0.5155033618211746,0.00729256,999,,,,,,,28.5,3.5625,28.5,3.5625,,,,,,,,,,,,,,,,,,,"Matt Mervis","27845",670223
"Anthony Seigler","BOS",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.216519,0.123989,0.227251,0.545603,0.318907,0.342016,0.296666,0.660923,0.125496,5.68331,0.270024,-0.000172333,0.00972945,0.733957,-0.0931471,84.7095,0.00955712,-0.0796661,-0.11659407056868076,-0.05466610752046108,0.00712795,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Anthony Seigler","23802",678011
"Steward Berroa","MIL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.208074,0.0977928,0.306749,0.318804,0.290956,0.309121,0.270128,0.600077,0.101047,6.80707,0.299074,-0.000775749,0.0261175,0.583136,-0.243968,71.3862,0.0253418,0.0199806,-0.21205113269388676,0.0449806023389101,0.00673433,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Steward Berroa","22766",672642
"Cavan Biggio","HOU",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.211089,0.109041,0.285093,0.382476,0.313468,0.322936,0.288518,0.636404,0.111847,4.04061,0.290568,-0.00425967,-0.0111534,0.68765,-0.139454,83.8682,-0.0154131,-0.0544122,-0.1485055023804307,-0.02941223792731762,0.0064468,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Seby Zavala","LAD",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.181364,0.0872854,0.373173,0.233901,0.259228,0.308238,0.253577,0.567466,0.126874,3.24856,0.275413,-0.00651366,-0.00344443,0.447151,-0.309058,59.8029,-0.00995809,-0.00758769,-0.314866304397583,0.11741230683401227,0.00636625,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Seby Zavala","18887",664874
"MJ Melendez","NYM",8,35,32,7,4,2,0,1,4,4,3,0,10,0,0,0,,1,0,0.215518,0.0818236,0.291177,0.28101,0.283778,0.393409,0.294017,0.677187,0.177891,4.9772,0.273029,-0.0148294,-0.0415191,3.59451,-0.541007,90.2971,-0.0563485,-0.28107,-0.45884624496102333,-0.6560701727867126,0.00506878,999,,,,,,,33.3,4.1625,33.3,4.1625,,,,,,,,,,,,,,,,,,,"MJ Melendez","22197",669004
"Austin Barnes","NYM",2,6,6,1,1,0,0,0,1,0,1,0,1,0,0,0,,0,0,0.208146,0.085829,0.232293,0.369486,0.283929,0.281553,0.257041,0.565482,0.0734073,3.6914,0.265311,-0.00732062,-0.00158956,0.465151,-0.291058,64.9678,-0.00891018,-0.0483827,-0.27464059088379145,0.07661732658743858,0.00397302,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Austin Barnes","12158",605131
"James Triantos","CHC",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.239381,0.0542484,0.162331,0.334183,0.286589,0.329995,0.272291,0.616585,0.0906145,5.97228,0.276693,0,0.0089912,0.595427,-0.231676,73.9054,0.0089912,-0.0120789,-0.2075010072439909,0.012921052984893322,0.00391977,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"James Triantos","sa3017295",701649
"Josh Kasevich","TOR",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.23631,0.0688823,0.150446,0.457855,0.293161,0.301507,0.266431,0.594668,0.0651962,3.32029,0.273382,-0.000585395,-0.0122003,0.562122,-0.264982,68.6817,-0.0127857,-0.00668041,-0.27117183431982994,0.06831959029659629,0.00389569,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Josh Kasevich","sa3020203",688460
