Name,PA,R,HR,RBI,SO,TB,SB,OBP,zR,zHR,zRBI,zSO,zTB,zSB,zOBP,zTotal
Shohei Ohtani,679,129,48,119,164,344,26,0.385,0.86,0.66,0.71,-0.88,0.86,0.4,0.16,2.77
Juan Soto,686,114,38,102,120,289,23,0.411,0.76,0.52,0.61,-0.65,0.73,0.36,0.23,2.55
José Ramírez,679,95,29,96,80,292,32,0.347,0.63,0.4,0.57,-0.43,0.73,0.5,0.06,2.46
Bobby Witt Jr.,679,104,29,95,117,315,33,0.344,0.69,0.4,0.57,-0.63,0.79,0.51,0.05,2.37
Kyle Tucker,651,101,33,99,95,280,22,0.37,0.67,0.45,0.59,-0.51,0.7,0.34,0.12,2.36
Aaron Judge,644,111,43,111,158,303,9,0.418,0.74,0.59,0.66,-0.85,0.76,0.14,0.25,2.29
Ronald Acuña Jr.,651,115,31,84,133,279,26,0.393,0.76,0.42,0.5,-0.71,0.7,0.4,0.18,2.26
Vladimir Guerrero Jr.,679,98,34,105,92,308,5,0.379,0.65,0.46,0.62,-0.5,0.77,0.08,0.15,2.24
Fernando Tatis Jr.,672,102,30,90,131,282,25,0.358,0.68,0.41,0.54,-0.7,0.71,0.39,0.08,2.1
Corbin Carroll,630,100,27,88,132,274,33,0.347,0.66,0.37,0.52,-0.71,0.69,0.51,0.05,2.1
Julio Rodríguez,686,96,32,101,151,299,26,0.33,0.64,0.44,0.6,-0.81,0.75,0.4,0.01,2.03
Gunnar Henderson,672,102,29,89,141,292,23,0.354,0.68,0.4,0.53,-0.75,0.73,0.36,0.08,2.01
Junior Caminero,665,89,39,116,127,313,6,0.323,0.59,0.53,0.69,-0.68,0.79,0.09,-0.01,2.0
Mookie Betts,651,95,24,90,77,264,9,0.358,0.63,0.33,0.54,-0.41,0.66,0.14,0.09,1.97
Elly De La Cruz,672,97,25,89,173,275,41,0.338,0.64,0.34,0.53,-0.93,0.69,0.64,0.03,1.94
Yordan Alvarez,625,91,32,93,111,284,4,0.384,0.6,0.44,0.55,-0.6,0.71,0.06,0.16,1.93
Geraldo Perdomo,686,96,15,72,88,238,23,0.363,0.64,0.2,0.43,-0.47,0.6,0.36,0.1,1.85
Francisco Lindor,630,94,26,78,115,254,22,0.337,0.62,0.35,0.46,-0.62,0.64,0.34,0.03,1.83
Jackson Chourio,651,92,25,88,131,284,24,0.318,0.61,0.34,0.52,-0.7,0.71,0.37,-0.03,1.83
Ketel Marte,637,94,27,86,104,270,6,0.359,0.62,0.37,0.51,-0.56,0.68,0.09,0.09,1.81
Pete Alonso,679,89,38,111,152,308,2,0.343,0.59,0.52,0.66,-0.82,0.77,0.03,0.04,1.8
Pete Crow-Armstrong,644,88,26,92,155,267,34,0.303,0.58,0.35,0.55,-0.83,0.67,0.53,-0.07,1.79
Josh Naylor,625,74,23,92,93,252,18,0.332,0.49,0.31,0.55,-0.5,0.63,0.28,0.01,1.79
Trea Turner,644,92,19,73,118,262,28,0.334,0.61,0.26,0.43,-0.63,0.66,0.44,0.02,1.78
Zach Neto,665,94,28,85,159,271,28,0.325,0.62,0.38,0.51,-0.85,0.68,0.44,-0.01,1.77
Bryce Harper,665,90,29,95,143,281,11,0.365,0.6,0.4,0.57,-0.77,0.71,0.17,0.11,1.77
Kyle Schwarber,686,103,44,105,195,284,7,0.348,0.68,0.6,0.62,-1.05,0.71,0.11,0.06,1.74
Nico Hoerner,665,79,9,65,62,233,27,0.336,0.52,0.12,0.39,-0.33,0.58,0.42,0.03,1.73
Freddie Freeman,651,89,24,91,121,274,8,0.367,0.59,0.33,0.54,-0.65,0.69,0.12,0.11,1.73
Cody Bellinger,625,83,24,90,92,252,11,0.326,0.55,0.33,0.54,-0.5,0.63,0.17,-0.0,1.73
Steven Kwan,665,86,11,60,61,232,19,0.349,0.57,0.15,0.36,-0.33,0.58,0.3,0.06,1.69
Wyatt Langford,644,90,25,80,145,251,22,0.349,0.6,0.34,0.48,-0.78,0.63,0.34,0.06,1.67
Maikel Garcia,665,87,13,69,100,244,27,0.332,0.58,0.18,0.41,-0.54,0.61,0.42,0.01,1.67
Jacob Wilson,625,76,14,79,50,250,6,0.341,0.5,0.2,0.47,-0.27,0.63,0.1,0.04,1.67
Brent Rooker,665,89,34,107,167,295,6,0.342,0.59,0.46,0.64,-0.9,0.74,0.09,0.04,1.67
CJ Abrams,630,84,20,72,119,246,30,0.314,0.56,0.27,0.43,-0.64,0.62,0.47,-0.04,1.67
Chandler Simpson,625,76,7,58,86,208,44,0.327,0.5,0.09,0.34,-0.46,0.52,0.68,-0.0,1.67
Cal Raleigh,637,88,41,103,171,273,8,0.33,0.58,0.56,0.61,-0.92,0.69,0.12,0.01,1.66
Jazz Chisholm Jr.,625,81,29,89,161,242,31,0.319,0.54,0.39,0.53,-0.86,0.61,0.49,-0.02,1.66
Nick Kurtz,625,98,36,100,175,280,3,0.352,0.65,0.5,0.6,-0.94,0.7,0.05,0.07,1.63
George Springer,625,90,26,79,122,248,13,0.341,0.59,0.35,0.47,-0.66,0.62,0.21,0.04,1.63
Caleb Durbin,625,76,13,70,76,217,23,0.333,0.5,0.18,0.42,-0.41,0.55,0.36,0.02,1.61
Vinnie Pasquantino,637,74,28,94,94,265,1,0.328,0.49,0.38,0.56,-0.51,0.66,0.02,0.0,1.61
Corey Seager,625,84,28,85,116,259,4,0.351,0.56,0.38,0.51,-0.62,0.65,0.06,0.07,1.6
Michael Harris II,625,76,23,83,121,267,19,0.31,0.51,0.32,0.5,-0.65,0.67,0.29,-0.05,1.59
Yandy Díaz,651,83,20,79,97,260,3,0.365,0.55,0.27,0.47,-0.52,0.65,0.05,0.1,1.58
Byron Buxton,625,93,31,84,168,271,18,0.318,0.62,0.43,0.5,-0.9,0.68,0.28,-0.03,1.57
Alex Bregman,672,87,23,82,96,246,3,0.341,0.58,0.31,0.49,-0.52,0.62,0.05,0.04,1.56
Kevin McGonigle,625,85,19,74,93,236,11,0.335,0.57,0.26,0.44,-0.5,0.59,0.18,0.02,1.56
Luis Arraez,625,73,6,58,26,232,9,0.346,0.49,0.08,0.35,-0.14,0.58,0.14,0.05,1.55
Alec Burleson,625,73,23,82,89,255,6,0.329,0.48,0.31,0.49,-0.48,0.64,0.1,0.01,1.55
Luke Keaschall,625,78,13,72,108,217,25,0.349,0.52,0.18,0.43,-0.58,0.55,0.39,0.06,1.54
Bo Bichette,658,81,19,86,107,269,6,0.338,0.54,0.26,0.51,-0.58,0.68,0.09,0.03,1.53
Shea Langeliers,625,82,31,95,140,270,7,0.315,0.55,0.43,0.57,-0.75,0.68,0.1,-0.03,1.53
Manny Machado,644,80,26,90,127,258,9,0.325,0.53,0.35,0.54,-0.68,0.65,0.14,-0.0,1.52
Matt Olson,686,91,32,97,165,282,1,0.346,0.6,0.44,0.58,-0.89,0.71,0.02,0.05,1.51
Rafael Devers,686,94,31,93,166,274,2,0.351,0.62,0.42,0.55,-0.89,0.69,0.03,0.07,1.5
Ben Rice,625,85,30,89,132,252,5,0.33,0.56,0.4,0.53,-0.71,0.63,0.08,0.01,1.5
Jose Altuve,625,83,21,70,108,241,13,0.334,0.55,0.29,0.42,-0.58,0.6,0.2,0.02,1.5
Jackson Merrill,630,82,24,84,121,266,7,0.321,0.54,0.33,0.5,-0.65,0.67,0.11,-0.02,1.48
Luis García Jr.,625,75,19,79,106,247,15,0.315,0.49,0.26,0.47,-0.57,0.62,0.23,-0.03,1.48
Kazuma Okamoto,625,74,27,91,115,247,3,0.329,0.49,0.37,0.54,-0.62,0.62,0.05,0.0,1.46
Ernie Clement,644,77,13,71,63,240,9,0.306,0.51,0.18,0.42,-0.34,0.6,0.14,-0.06,1.46
James Wood,644,89,27,86,187,262,16,0.353,0.59,0.37,0.51,-1.0,0.66,0.25,0.07,1.45
Andy Pages,625,78,27,88,135,262,10,0.312,0.52,0.37,0.52,-0.73,0.66,0.16,-0.04,1.45
Iván Herrera,625,81,20,77,123,235,10,0.36,0.54,0.27,0.46,-0.66,0.59,0.16,0.09,1.45
Bryson Stott,625,73,14,67,104,217,25,0.327,0.49,0.19,0.4,-0.56,0.54,0.39,-0.0,1.45
William Contreras,625,82,20,79,119,241,6,0.357,0.54,0.28,0.47,-0.64,0.6,0.1,0.08,1.44
Drake Baldwin,625,78,25,85,115,254,2,0.339,0.51,0.34,0.5,-0.62,0.64,0.03,0.03,1.44
Jakob Marsee,625,79,15,63,134,203,35,0.329,0.53,0.2,0.38,-0.72,0.51,0.54,0.01,1.44
Ceddanne Rafaela,625,80,19,78,131,247,21,0.304,0.53,0.25,0.46,-0.7,0.62,0.33,-0.06,1.43
Sal Stewart,625,80,22,84,123,243,10,0.327,0.53,0.3,0.5,-0.66,0.61,0.15,0.0,1.43
Jeremy Peña,625,78,18,71,112,240,16,0.325,0.52,0.24,0.42,-0.6,0.6,0.25,-0.01,1.42
Brice Turang,651,83,14,68,134,221,28,0.328,0.55,0.19,0.4,-0.72,0.55,0.44,0.0,1.42
Oneil Cruz,625,83,25,75,182,238,30,0.323,0.55,0.34,0.45,-0.98,0.6,0.47,-0.01,1.42
Ozzie Albies,630,75,19,74,93,235,11,0.315,0.5,0.26,0.44,-0.5,0.59,0.17,-0.03,1.42
Xavier Edwards,625,75,6,53,88,207,27,0.344,0.5,0.08,0.31,-0.47,0.52,0.43,0.05,1.41
Isaac Paredes,625,76,25,83,112,234,3,0.342,0.5,0.34,0.49,-0.6,0.59,0.04,0.04,1.41
Michael Busch,625,87,29,85,152,259,4,0.339,0.58,0.39,0.5,-0.82,0.65,0.07,0.03,1.4
Agustín Ramírez,625,77,23,79,126,242,14,0.311,0.51,0.31,0.47,-0.68,0.61,0.22,-0.05,1.4
Konnor Griffin,625,86,16,74,151,227,26,0.324,0.57,0.22,0.44,-0.81,0.57,0.41,-0.01,1.39
Kerry Carpenter,625,79,28,94,146,265,4,0.316,0.53,0.39,0.56,-0.79,0.67,0.06,-0.03,1.39
José Caballero,625,75,16,67,149,209,36,0.319,0.5,0.22,0.4,-0.8,0.52,0.56,-0.02,1.39
Mickey Moniak,625,79,26,86,150,270,11,0.312,0.53,0.35,0.51,-0.81,0.68,0.17,-0.04,1.39
Tyler Freeman,625,77,14,66,106,221,17,0.34,0.51,0.2,0.39,-0.57,0.55,0.27,0.04,1.39
Alejandro Kirk,625,68,19,79,89,230,3,0.344,0.45,0.26,0.47,-0.48,0.58,0.05,0.05,1.38
Matt Chapman,672,89,27,84,165,257,9,0.336,0.59,0.37,0.5,-0.89,0.64,0.14,0.02,1.38
Will Smith,625,82,23,82,125,236,4,0.346,0.54,0.32,0.49,-0.67,0.59,0.06,0.05,1.38
Jorge Polanco,625,75,26,86,128,241,6,0.326,0.5,0.35,0.51,-0.69,0.6,0.1,-0.0,1.38
Dylan Crews,625,76,19,72,137,226,26,0.309,0.5,0.26,0.43,-0.74,0.57,0.41,-0.05,1.38
Tyler Soderstrom,625,75,27,91,141,256,6,0.325,0.5,0.37,0.54,-0.76,0.64,0.09,-0.01,1.38
Justin Crawford,625,81,12,66,132,223,27,0.329,0.54,0.16,0.39,-0.71,0.56,0.42,0.01,1.38
Marcus Semien,644,82,20,75,106,228,9,0.314,0.54,0.27,0.45,-0.57,0.57,0.14,-0.04,1.37
Jarren Duran,625,82,17,72,145,248,21,0.325,0.54,0.23,0.43,-0.78,0.62,0.33,-0.0,1.37
Randy Arozarena,679,84,23,79,179,236,25,0.329,0.56,0.31,0.47,-0.96,0.59,0.39,0.01,1.37
Willy Adames,679,85,27,87,166,252,12,0.321,0.56,0.37,0.52,-0.89,0.63,0.19,-0.02,1.36
Austin Riley,672,88,30,93,174,283,3,0.324,0.58,0.41,0.55,-0.93,0.71,0.05,-0.01,1.36
Jordan Westburg,625,83,25,82,139,256,7,0.319,0.55,0.34,0.49,-0.75,0.64,0.1,-0.02,1.36
Luis Robert Jr.,625,76,23,83,171,229,30,0.301,0.5,0.31,0.49,-0.92,0.57,0.47,-0.07,1.36
Jung Hoo Lee,625,70,11,66,69,227,9,0.332,0.46,0.14,0.39,-0.37,0.57,0.14,0.02,1.36
Teoscar Hernández,625,79,30,96,164,269,6,0.314,0.52,0.41,0.57,-0.88,0.68,0.1,-0.04,1.36
Nolan Schanuel,625,77,15,64,87,216,6,0.357,0.51,0.21,0.38,-0.47,0.54,0.1,0.08,1.36
Jo Adell,625,75,34,96,167,263,9,0.299,0.5,0.46,0.57,-0.9,0.66,0.15,-0.08,1.36
Lourdes Gurriel Jr.,625,71,20,80,109,244,9,0.317,0.47,0.28,0.48,-0.59,0.61,0.15,-0.03,1.36
Riley Greene,651,85,29,97,176,276,3,0.333,0.56,0.4,0.58,-0.95,0.69,0.05,0.02,1.35
Gleyber Torres,658,83,18,72,113,232,6,0.347,0.55,0.25,0.43,-0.6,0.58,0.09,0.06,1.35
Royce Lewis,625,72,24,82,132,244,13,0.31,0.48,0.33,0.49,-0.71,0.61,0.2,-0.05,1.35
Lawrence Butler,625,81,23,79,158,241,20,0.314,0.54,0.32,0.47,-0.85,0.6,0.3,-0.03,1.35
Sal Frelick,625,74,12,67,97,217,17,0.333,0.49,0.16,0.4,-0.52,0.55,0.26,0.02,1.35
Jake McCarthy,625,78,15,67,119,228,18,0.331,0.52,0.21,0.4,-0.64,0.57,0.28,0.01,1.35
Jeff McNeil,625,71,14,69,81,232,5,0.341,0.47,0.2,0.41,-0.43,0.58,0.07,0.04,1.34
Hunter Goodman,625,79,30,94,158,279,3,0.31,0.52,0.41,0.56,-0.85,0.7,0.04,-0.05,1.34
Christian Yelich,630,81,20,80,153,227,17,0.343,0.54,0.27,0.48,-0.82,0.57,0.26,0.04,1.34
Adley Rutschman,625,75,21,75,102,234,2,0.339,0.5,0.29,0.45,-0.55,0.59,0.03,0.03,1.33
Andrés Giménez,625,72,15,70,109,216,20,0.314,0.48,0.2,0.41,-0.59,0.54,0.32,-0.04,1.33
Seiya Suzuki,625,78,26,87,157,252,7,0.339,0.52,0.36,0.52,-0.84,0.63,0.11,0.03,1.33
Taylor Ward,658,84,28,89,160,256,5,0.328,0.56,0.38,0.53,-0.86,0.64,0.08,0.0,1.33
Daulton Varsho,625,84,30,88,159,251,9,0.293,0.55,0.41,0.52,-0.85,0.63,0.15,-0.09,1.32
Alec Bohm,625,72,17,80,98,241,3,0.331,0.48,0.23,0.48,-0.52,0.6,0.05,0.01,1.32
Wilyer Abreu,625,80,25,84,151,242,10,0.33,0.53,0.33,0.5,-0.81,0.61,0.15,0.01,1.32
Trevor Story,665,82,22,85,179,253,24,0.299,0.54,0.3,0.51,-0.96,0.63,0.37,-0.08,1.32
Tommy Edman,625,78,19,74,116,233,12,0.309,0.51,0.26,0.44,-0.62,0.58,0.19,-0.05,1.32
Adolis García,625,77,29,90,164,253,13,0.299,0.51,0.39,0.54,-0.88,0.63,0.21,-0.08,1.32
Matt Shaw,625,77,20,75,132,232,15,0.323,0.51,0.28,0.45,-0.71,0.58,0.23,-0.01,1.32
Otto Lopez,625,69,13,67,95,223,16,0.321,0.46,0.17,0.4,-0.51,0.56,0.25,-0.02,1.31
Yainer Diaz,625,72,23,82,114,258,3,0.309,0.48,0.31,0.49,-0.61,0.65,0.04,-0.05,1.31
Jac Caglianone,625,76,25,83,135,248,5,0.321,0.5,0.35,0.49,-0.73,0.62,0.09,-0.02,1.31
Daylen Lile,625,73,13,70,114,238,16,0.323,0.49,0.17,0.42,-0.61,0.6,0.25,-0.01,1.3
Gabriel Moreno,625,74,17,76,115,232,7,0.344,0.49,0.23,0.45,-0.62,0.58,0.1,0.05,1.29
Roman Anthony,630,92,19,70,156,236,9,0.367,0.61,0.26,0.42,-0.84,0.59,0.14,0.11,1.29
Brendan Donovan,625,76,14,63,91,224,6,0.346,0.5,0.19,0.37,-0.49,0.56,0.09,0.05,1.29
Nolan Arenado,625,67,19,79,90,232,4,0.31,0.44,0.25,0.47,-0.48,0.58,0.07,-0.05,1.29
Evan Carter,625,76,17,69,139,216,21,0.329,0.5,0.23,0.41,-0.75,0.54,0.33,0.01,1.28
Noelvi Marte,625,75,20,76,138,235,16,0.309,0.5,0.27,0.45,-0.74,0.59,0.25,-0.05,1.28
Xander Bogaerts,625,74,14,62,111,218,17,0.33,0.49,0.18,0.37,-0.59,0.55,0.27,0.01,1.27
Ian Happ,658,84,23,79,156,240,8,0.342,0.56,0.31,0.47,-0.84,0.6,0.12,0.04,1.27
JJ Wetherholt,625,73,14,70,109,210,13,0.338,0.48,0.19,0.42,-0.59,0.53,0.2,0.03,1.27
Jackson Holliday,625,80,19,68,136,227,15,0.329,0.53,0.26,0.41,-0.73,0.57,0.23,0.01,1.27
Ha-Seong Kim,625,73,16,68,121,212,18,0.328,0.48,0.22,0.4,-0.65,0.53,0.28,0.0,1.27
Troy Johnston,625,74,19,75,134,234,14,0.324,0.49,0.26,0.45,-0.72,0.59,0.21,-0.01,1.27
Masyn Winn,644,79,15,68,114,229,13,0.313,0.52,0.2,0.4,-0.61,0.57,0.2,-0.04,1.26
Max Muncy,625,81,27,83,152,225,6,0.341,0.53,0.36,0.49,-0.82,0.57,0.09,0.04,1.26
Dylan Beavers,625,77,19,74,142,225,14,0.333,0.51,0.27,0.44,-0.76,0.57,0.22,0.02,1.26
TJ Friedl,625,76,15,61,106,204,13,0.337,0.51,0.21,0.36,-0.57,0.51,0.2,0.03,1.25
Eugenio Suárez,625,80,35,98,187,261,3,0.312,0.53,0.48,0.58,-1.01,0.66,0.05,-0.04,1.25
